"Go, went, gone : a novel ", Jenny Erpenbeck ; translated from the German by Susan Bernofsky.,,2017,Refugees--Europe--Fiction.; Refugees; Europe; Fiction.; Berlin (Germany)--Fiction.; Novels.
Facing Gaia : eight lectures on the new climatic regime , Bruno Latour.,,2017,Gaia hypothesis; Philosophy of nature.; Nature in literature.; Climatic changes--Philosophy.; Philosophical anthropology.; Nature--Effect of human beings on.; SCIENCE--Philosophy & Social Aspects.
"Sing, unburied, sing : a novel ", Jesmyn Ward.,,2017,African American families--Mississippi--Fiction.; FICTION--Literary.; FICTION--African American--General.; FICTION--Coming of Age.; African American families.; Mississippi; African American families--Fiction.; Fiction.; Suspense fiction.; Thrillers (Fiction); Road fiction.; Mississippi--Fiction.
Sourdough : a novel , Robin Sloan.,First edition.,2017,Cooking (Sourdough); Sourdough bread.; San Francisco (Calif.)--Fiction.; FICTION / Literary.; FICTION / Fantasy / Urban.; Domestic fiction.
Principles , Ray Dalio.,First Simon & Schuster hardcover edition.,2017,"Dalio, Ray,--1949-.; Success in business.; Success.; Conduct of life.; Investment advisors--United States--Biography.; Autobiographies."
"intellectual struggle for Florence : humanists and the beginnings of the Medici regime, 1420-1440 ", Arthur Field.,First edition.,2017,"Medici, House of.; Florence (Italy)--History--1421-1737; Florence (Italy)--Intellectual life--To 1500.; Florence (Italy)--Politics and government--1421-1737."
once and future liberal : after identity politics , Mark Lilla.,First edition.,2017,Liberalism--United States--History--20th century.; Liberalism--United States--History--21st century.; United States--Politics and government--20th century.; United States--Politics and government--21st century.; HISTORY / United States / 20th Century.; HISTORY / United States / 21st Century.; POLITICAL SCIENCE / Political Ideologies / Conservatism & Liberalism.
Men and masculinity : the basics , Nigel Edley.,,2017,Men.; Masculinity.; Men
future is history : how totalitarianism reclaimed Russia , Masha Gessen.,,2017,Russia (Federation)--Politics and government--1991-; Russia (Federation)--History--1991-; Moscow (Russia)--Intellectual life.; Russia (Federation)--Biography.; Intellectual life; Politics and government.; Russia (Federation); Russia (Federation)--Moscow Region.; HISTORY / Russia & the Former Soviet Union.; HISTORY / Modern / 21st Century.; POLITICAL SCIENCE / World / Russian & Former Soviet Union.; Since 1991; Biographies.; History.
world goes on , László Krasznahorkai ; translated by John Batki ; with additional translations by Ottilie Mulzet and George Szirtes.,,2017,"Krasznahorkai, László--Translations into English.; Krasznahorkai, Lászl; Translations; Short stories. "
"odyssey : a father, a son, and an epic ", Daniel Mendelsohn.,First edition.,2017,"Mendelsohn, Daniel Adam,--1960-; Odysseus,--King of Ithaca (Mythological character)--Influence.; Homer.--Odyssey--Influence.; Mendelsohn, Daniel Adam,--1960---Travel--Mediterranean Region.; Mendelsohn, Jay,--1929-2012--Travel--Mediterranean Region.; Fathers and sons--United States--Biography.; Fathers--United States--Death.; Autobiographies.; Travel writing."
Vietnam War : an intimate history , Geoffrey C. Ward ; based on a documentary film by Ken Burns & Lynn Novick ; with an introduction by Ken Burns and Lynn Novick ; picture research by Salimah El-Amin with Lucas B. Frank ; design by Maggie Hinders.,First edition.,2017,"Vietnam War (1961-1975); Vietnam War, 1961-1975.; World politics--1945-1989.; HISTORY / Military / Vietnam War.; HISTORY / United States / 20th Century.; HISTORY / Military / United States.; 1961-1975; New titles added."
"fear factor : how one emotion connects altruists, psychopaths, and everyone in-between ", Abigail Marsh.,First edition.,2017,Fear.; Altruism.; Philanthropists--Psychology--Case studies.; Psychopaths--Psychology--Case studies.
Extreme cities : the peril and promise of urban life in the age of climate change , Ashley Dawson.,,2017,City planning--Environmental aspects; Cities and towns--Growth.; Urban ecology (Sociology); Climatic changes
"water will come : rising seas, sinking cities, and the remaking of the civilized world ", Jeff Goodell.,First edition.,2017,Climatic changes; Flood forecasting; Sea level--Forecasting.; Floods--Forecasts.; Floods.; Sea level--Forecasts.; Sea level.
Little fires everywhere : a novel , Celeste Ng.,,2017,Single mothers--Fiction.; Motherhood--Fiction.; Female friendship--Fiction.; Adoption--Fiction.; Family secrets--Fiction.; Interracial adoption--Fiction.; Custody of children--Fiction; Shaker Heights (Ohio)--Fiction.; FICTION--Asian American.; FICTION--Family Life.; FICTION--Literary.; Fiction.; Domestic fiction.; Psychological fiction.
"written world : the power of stories to shape people, history, civilization ", Martin Puchner.,,2017,"Literature and society.; Literature--History and criticism; Books and reading.; HISTORY / Civilization.; BIOGRAPHY & AUTOBIOGRAPHY / Historical.; LITERARY CRITICISM / Books & Reading.; Books and reading; Literature; Literature and society; Criticism, interpretation, etc.; Literature--History and criticism."
Autonomous , Annalee Newitz.,,2017,Robots--Fiction.; Drugs--Side effects--Fiction.; Drug traffic--Fiction.; Scientists--Fiction.; Smugglers--Fiction.; Drug traffic.; Drugs--Side effects; Robots; Scientists; Smugglers.; Science fiction; Fiction.; Science fiction.
"iGen : why today's super-connected kids are growing up less rebellious, more tolerant, less happy-- and completely unprepared for adulthood (and what this means for the rest of us) "," Jean M. Twenge, Ph.D.",First Atria Books hardcover edition.,2017,Youth--United States.; Young adults--United States.; Internet and teenagers.; Internet--Social aspects.; Social media--Psychological aspects.; Young adults.; Youth; United States
Manhattan Beach : a novel , Jennifer Egan.,First Scribner hardcover edition.,2017,"World War (1939-1945); Young women--New York (State)--New York--Fiction.; World War, 1939-1945--United States--Fiction.; Young women.; New York (State)--New York; United States; FICTION / Literary.; FICTION / Historical.; FICTION / General.; 1939-1945; Historical fiction; Domestic fiction.; Fiction.; Historical fiction."
laws and economics of Confucianism : kinship and property in pre-industrial China and England , Taisu Zhang.,,2017,Kinship (Law)--China--History.; Kinship (Law)--England--History.; Property--China--History.; Property--England--History.; Confucianism--Philosophy.; Confucianism and law.; Confucianism--Economic aspects.; BUSINESS & ECONOMICS / Development / Economic Development.
Dominicanish , Text by Josefina Ba_ez ; photos by Giovanni Savino.,,2017,Dominican American authors--Women--Poetry.; Dominicans (Dominican Republic)--New York (State)--New York--Poetry.; Dominican American women--Poetry.; Dominican Americans--Ethnic identity--Poetry.; Dominican Americans--Race identity--Poetry.; American poetry--Dominican American authors.; Dominican American poetry (Spanish); Dominican American women.; Dominicans (Dominican Republic); New York (State)--New York; Poetry.
Thinking about history , Sarah Maza.,,2017,History.; Historiography.; Historiography; History; History--Methodology.
Grant , Ron Chernow.,,2017,"HISTORY / United States / Civil War Period (1850-1877); Grant, Ulysses S.--(Ulysses Simpson),--1822-1885.; United States.--Army--Biography.; Grant, Ulysses S.--(Ulysses Simpson),--1822-1885; United States.--Army; Presidents--United States--Biography; Generals--United States--Biography.; Generals.; Presidents.; United States; BIOGRAPHY & AUTOBIOGRAPHY / Military.; BIOGRAPHY & AUTOBIOGRAPHY / Presidents & Heads of State.; HISTORY / United States / Civil War Period (1850-1877.); United States--History--Civil War, 1861-1865--Biography.; History.; Biography.; Biographies."
Impeachment : a citizen's guide , Cass R. Sunstein.,,2017,"Impeachments--United States.; Presidents--Legal status, laws, etc.--United States.; Impeachments; Presidents--Legal status, laws, etc.; United States"
Aeneid , Virgil ; translated by David Ferry.,,2017,"Aeneas--(Legendary character)--Poetry.; Aeneas--(Legendary character); Epic poetry, Latin--Translations into English.; Epic poetry, Latin.; Aeneas (Legendary character.); Epic poetry.; Poetry.; Translations; Epic poetry"
rules of magic , Alice Hoffman.,First Simon & Schuster hardcover edition.,2017,Family secrets--Fiction.; Blessing and cursing--Fiction.; Women--Fiction.; New York (N.Y.)--Fiction.; Massachusetts--Fiction.; Magic--Fiction.; Family life--Fiction.; Secrecy--Fiction.; Siblings--Fiction.; New York (N.Y)--Fiction.; Family secrets.; Women; Love stories.; Fiction.; Fantasy fiction.; Paranormal fiction.; Romance fiction.
Alt-America : The rise of the radical right in the age of Trump , David Neiwert.,,2017,White nationalism--United States--History--21st century.; White supremacy movements--United States--History--21st century.; Right-wing extremists--United States--History--21st century.; Radicalism--United States--History--21st century.; United States--Race relations--History--21st century.; United States--Politics and government--1989-; United States--Social conditions--1980-; Politics and government.; Race relations; Radicalism.; Right-wing extremists.; Social conditions.; White nationalism.; White supremacy movements.; United States; POLITICAL SCIENCE / Political Ideologies / Conservatism & Liberalism.; SOCIAL SCIENCE / Anthropology / Cultural & Social.; SOCIAL SCIENCE / Sociology.; Since 1980; History.
end of policing , Alex S. Vitale.,,2017,Police--United States.; Police misconduct--United States.; POLITICAL SCIENCE / Political Freedom & Security / Law Enforcement.; SOCIAL SCIENCE / Discrimination & Race Relations.; POLITICAL SCIENCE / Public Policy / General.
Perfect wave : more essays on art and democracy , Dave Hickey.,,2017,"Arts, American--20th century.; Essays."
Why we sleep : unlocking the power of sleep and dreams ," Matthew Walker, PhD.",First Scribner hardcover edition.,2017,HEALTH & FITNESS--Sleep & Sleep Disorders.; SCIENCE--Life Sciences--Human Anatomy & Physiology.; PSYCHOLOGY--Mental Health.; Sleep--Physiological aspects.; Sleep.; Sleep.--Physiological aspects.; Sleep--physiology
butchering art : Joseph Lister's quest to transform the grisly world of Victorian medicine , Lindsey Fitzharris.,First edition.,2017,"Lister, Joseph,--Baron,--1827-1912; Surgeons--Great Britain--Biography.; Surgery--Great Britain--History--19th century.; Surgeons; Surgery; Great Britain; 1800-1899; Biography.; History.; Biographies.; Lister, Joseph,--Baron,--1827-1912.; Surgeons--history; General Surgery--history; History, 19th Century; United Kingdom; Biography"
Freedom hospital : [a Syrian story] , Hamid Sulaiman ; translated by Francesca Barrie.,,2017,"Syria--History--Civil War, 2011---Comic books, strips, etc.; Graphic novels; Comic books, strips, etc.; Graphic novels.; History."
dawn watch : Joseph Conrad in a global world , Maya Jasanoff.,,2017,"Conrad, Joseph,--1857-1924; Conrad, Joseph,--1857-1924--Knowledge--Globalization.; Novelists, English--20th century--Biography.; Globalization in literature.; Imperialism in literature.; BIOGRAPHY & AUTOBIOGRAPHY / Literary.; BIOGRAPHY & AUTOBIOGRAPHY / Adventurers & Explorers.; Biographies."
doomsday machine : confessions of a nuclear war planner , Daniel Ellsberg.,,2017,"Ellsberg, Daniel.; Ellsberg, Daniel; United States.--Department of Defense--Officials and employees--Biography.; Military planning--United States--History--20th century.; Nuclear warfare--Government policy--History--United States--20th century.; Nuclear weapons--Government policy--History--United States--20th century.; Military planning--United States--History.; Biography; HISTORY / United States / 20th Century.; History; Military planning; Nuclear warfare--Government policy.; POLITICAL SCIENCE / International Relations / Arms Control.; POLITICAL SCIENCE / Public Policy / Military Policy.; Twentieth century; Military policy--United States.; United States--Military policy--20th century.; United States--Military policy--History--20th century.; United States--Officials and employees--Biography.; United States"
Eleanor Oliphant is completely fine , Gail Honeyman.,,2017,Single women--Fiction.; Social isolation--Fiction.; Intergenerational relations--Fiction.; Computer technicians--Fiction.; Glasgow (Scotland)--Fiction.; Friendship--Fiction.; FICTION--Contemporary Women.; FICTION--Literary.; FICTION--Romance--Contemporary.; Computer technicians.; Friendship; Intergenerational relations.; Single women.; Social isolation.; Scotland--Glasgow; Fiction.; Love stories.; Psychological fiction.
"How lifeworlds work : emotionality, sociality, and the ambiguity of being ", Michael Jackson.,,2017,Anthropology--Philosophy; Emotions--Anthropological aspects; Rites and ceremonies.; Kinship.; Ethnology--Sierra Leone.; Anthropology--Philosophy.; Emotions--Anthropological aspects.; Ethnology; Existential phenomenology.; Intersubjectivity.; Kinship; Kuranko (African people); Phenomenological anthropology.; Rites and ceremonies; Sierra Leone
"Latino mass mobilization : immigration, racialization, and activism "," Chris Zepeda-Milla_n (University of California, Berkeley).",,2017,Immigrants--Political activity--United States.; Immigrants--Civil rights--United States.; Protest movements--United States.; Hispanic Americans--Politics and government; Immigrants--Civil rights.; Immigrants--Political activity.; Protest movements.; United States
Red fighting blue : how geography and electoral rules polarize American politics , David A. Hopkins.,,2017,United States.--Congress--Election districts.; Election districts--United States.; Electoral geography--United States.; Political geography.; Presidents--United States--Election; Election law--United States; United States--Politics and government--1989-; POLITICAL SCIENCE / Government / General.
On accident : episodes in architecture and landscape , Edward Eigen.,,2017,Architecture.; Architecture; Landscapes.
Democracy in America? : what has gone wrong and what we can do about it ," Benjamin I. Page, Martin Gilens.",,2017,Democracy--United States; United States--Politics and government--21st century.; Pressure groups--United States.; Rich people--Political activity--United States.
metaphysics of morals , Immanuel Kant ; edited by Lara Denis ; translated by Mary Gregor.,Revised edition.,2017,Ethics--Early works to 1800.; Duty--Early works to 1800.; Virtue--Early works to 1800.; Duty.; Ethics; Virtue.; Early works.
From unincorporated territory [lukao] , Craig Santos Perez.,,2017,"Poetry, Modern--21st century"
river of consciousness , Oliver Sacks.,First edition.,2017,Consciousness; PSYCHOLOGY / Cognitive Neuroscience & Cognitive Neuropsychology.; Neuropsychology.; Creative ability.; Consciousness.; Essays.; Popular Work; Essay
Reparations for slavery and the slave trade : a transnational and comparative history , Ana Lucia Araujo.,,2017,African Americans--Reparations.; Slavery--United States--History; African Americans--Reparations; Slavery.; United States; Noirs américains--Réparations--États-Unis.; Esclavage--États-Unis--Histoire; History.
Artemis : a novel , Andy Weir.,First edition.,2017,Conspiracies--Fiction.; Conspiracies.; Smuggling; Moon.; Smuggling--Fiction.; Moon--Fiction.; Fiction.; Science fiction; Thrillers (Fiction); Science fiction.; Suspense fiction.
Kids these days : human capital and the making of millennials , Malcolm Harris (B. 1988).,First Edition.,2017,Generation Y--United States--Social conditions.; Young adults--United States--Social conditions--21st century.; Generation Y--United States--Economic conditions.; Young adults--United States--Economic conditions--21st century.; Entitlement attitudes--United States.; SOCIAL SCIENCE / Social Classes.; HISTORY / United States / 21st Century.; BUSINESS & ECONOMICS / Economic History.; BUSINESS & ECONOMICS / Labor.; SOCIAL SCIENCE / Social Classes & Economic Disparity.; BUSINESS & ECONOMICS / Economic Conditions.
My grandmother's hands : racialized trauma and the pathway to mending our hearts and bodies , Resmaa Menakem.,,2017,United States--Race relations.; African Americans; Social Conditions.; Race Relations; European Continental Ancestry Group; FAMILY & RELATIONSHIPS--Prejudice.; PSYCHOLOGY--Psychopathology--Post-Traumatic Stress Disorder (PTSD); PSYCHOLOGY--Social Psychology.; SOCIAL SCIENCE--Discrimination & Race Relations.; Race relations; Whites--Race identity.; United States; Whites--Race identity--United States.; African Americans--Social conditions.
Not a crime to be poor : the criminalization of poverty in America , Peter Edelman.,,2017,"Criminal justice, Administration of--United States.; Poor--Government policy--United States.; POLITICAL SCIENCE / Public Policy / Social Policy.; SOCIAL SCIENCE / Discrimination & Race Relations.; SOCIAL SCIENCE / Poverty & Homelessness.; Criminal justice, Administration of.; Poor--Government policy.; Poverty--Government policy.; United States; Poverty--Government policy--United States.; BUSINESS & ECONOMICS / Economic History."
Radical technologies : the design of everyday life , Adam Greenfield.,,2017,Electronic data processing--Social aspects; Technological innovations--Social aspects; Electronic data processing--Social aspects.; Technological innovations--Social aspects.; Telematics.; Ubiquitous computing.; Work design.; POLITICAL SCIENCE / Public Policy / Science & Technology Policy.; POLITICAL SCIENCE / Utopias.; SOCIAL SCIENCE / Popular Culture.
mana of mass society , William Mazzarella.,,2017,Anthropology--Philosophy; Anthropology--Philosophy.; Critical theory.; Mana.; Mass media and anthropology.
Women and power : a manifesto , Mary Beard.,,2017,Feminism.; Women--Social conditions.; Sexism.; Power (Social sciences)
"free port of Livorno and the transformation of the Mediterranean world, 1574-1790 ", Corey Tazzara.,First edition.,2017,Livorno (Italy)--History--17th century.; Livorno (Italy)--History--18th century.; History.; Free trade--Italy--Livorno--History.; HISTORY / Europe / Italy.; Commerce; Free trade.
Women & power : a manifesto , Mary Beard.,First American edition.,2017,HISTORY--Women.; SOCIAL SCIENCE--Women's Studies.; Feminism.; Power (Social sciences); Sexism.; Women--Social conditions.; Essays.
Wild beauty = Belleza salvaje : new and selected poems , Ntozake Shange ; translated by Alejandro Álvarez Nieves.,First 37 Ink/Atria books hardcover edition.,2017,POETRY--American--African American.; POETRY--Women Authors.; Spanish language materials.; Poetry; Bilingual books.; Poetry.
Ramp Hollow : the ordeal of Appalachia , Steven Stoll.,First edition.,2017,Land tenure--Appalachian Region--History.; Mountain people--Appalachian Region--History.; Farmers--Appalachian Region--History.; Appalachian Region--History.; Appalachian Region--Economic conditions.; Appalachian Region--Social conditions.; Economic history; Farmers.; Land tenure; Mountain people.; Social conditions.; Appalachian Region; History.
last black unicorn , Tiffany Haddish.,First Gallery Books hardcover edition.,2017,"Haddish, Tiffany,--1979-; Haddish, Tiffany,--1979---Anecdotes.; African American women comedians--Biography.; African American actors--Biography.; BIOGRAPHY & AUTOBIOGRAPHY--Rich & Famous.; Autobiographies.; Los Angeles (Calif.)--Biography."
"law and policy of the World Trade Organization : text, cases and materials "," Peter Van den Bossche, Werner Zdouc.",Fourth edition.,2017,Foreign trade regulation.; World Trade Organization.; Foreign trade regulation; Tariff--Law and legislation.; Casebooks.; Casebooks (Law)
Clashing over commerce : a history of US trade policy , Douglas A. Irwin.,,2017,United States--Commercial policy.; Tariff--United States--History; Commercial policy; Tariff.; United States; History.
Qur'an : a historical-critical introduction , Nicolai Sinai.,,2017,"Qur_an Criticism, interpretation, etc.; Qur_an; Criticism, interpretation, etc."
Slouching towards Bethlehem : essays , Joan Didion.,First Picador Modern Classics edition.,2017,California--Social life and customs--20th century; Hippies--California--San Francisco.; Hippies.; Manners and customs; California; California--San Francisco; 1900-1999; Essays.
Origen : on first principles , edited and translated by John Behr.,First edition.,2017,Theology--Early works to 1800.; Christianity--Early works to 1800; Early works.
Mobilizing without the Masses : Control and Contention in China , Diana Fu.,,2017,Political participation--China.; Social movements--China.; Civil society--China.; Civil society.; Political participation; Social movements.; China
mortal voice in the tragedies of Aeschylus , Sarah Nooter (University of Chicago).,,2017,"Aeschylus--Criticism and interpretation.; Aeschylus; Voice in literature; Greek drama (Tragedy)--History and criticism.; Greek drama (Tragedy); Voice in literature.; HISTORY--Ancient--General.; Criticism, interpretation, etc."
space between us : social geography and politics ," Ryan D. Enos, Harvard University.",,2017,Political socialization--United States.; Group identity--Political aspects--United States.; United States--Race relations--Political aspects.; Human geography--United States.
Interactive and sculptural printmaking in the Renaissance , by Suzanne Karr Schmidt.,,2017,"Prints, Renaissance--Themes, motives.; Prints, European--17th century--Themes, motives.; Interactive prints--Europe.; Art and society--Europe--History--16th century.; Art and society--Europe--History--17th century."
Joyful militancy : building resistance in toxic times , Nick Montgomery & Carla Bergman ; foreword by Hari Aluri.,,2017,Radicalism.
Special relativity for the enthusiastic beginner ," David Morin, Harvard University.",,2017,Special relativity (Physics)--Textbooks.; Special relativity (Physics); Textbooks.
"early Ottoman history : the Oxford Anonymous chronicle (Bodleian Library, Ms Marsh 313) "," historical introduction, translation, and commentary by Dimitri J. Kastritsis.",,2017,"Bodleian Library.--Manuscript.--Marsh 313--Translations into English.; Turkey--History--1288-1453--Sources.; Turkey--History--1453-1683--Sources.; Turkey--History--Ottoman Empire, 1288-1918--Sources."
"postgenomic condition : ethics, justice, and knowledge after the genome ", Jenny Reardon.,,2017,Human genome--Research--History.--United States; Genomics--Moral and ethical aspects.; Sociogenomics.; Genomics; Genomics--Social aspects.; Human genome--Research.; Sociogenomics; United States; History.
death of Stalin ," writer, Fabien Nury ; artist, Thierry Robin ; colors, Thierry Robin & Lorien Aureyre.",First edition.,2017,"Stalin, Joseph,--1878-1953--Death and burial--Comic books, strips, etc.; Stalin, Joseph,--1878-1953--Death and burial--Fiction.; Soviet Union--History--1953-1985--Comic books, strips, etc.; Soviet Union--History--1953-1985--Fiction.; Biographical comics.; Graphic novels; Comics (Graphic works)"
"Sevilla, Granada & Andalucía.",,Fifth edition.,2017,"Seville (Spain)--Guidebooks.; Granada (Spain)--Guidebooks.; Andalusia (Spain)--Guidebooks.; Spain, Southern--Guidebooks.; Spain--Andalusia; Spain--Granada; Spain--Seville; Southern Spain; Guidebooks.; Nonfiction."
Rick Steves Ireland 2018 , Rick Steves & Pat O'Connor.,,2017,Ireland--Guidebooks.; Ireland; Guidebooks.
Rick Steves London 2018 , Rick Steves & Gene Openshaw.,,2017,London (England)--Guidebooks.; TRAVEL / Europe / Great Britain.; England--London; Guidebooks.
International law , Malcolm N. Shaw.,Eighth edition.,2017,Internationales Recht; Völkerrecht; International law.; LAW / International.; International law; 86.80 international law: general.
Policy analysis : concepts and practice , David L. Weimer and Aidan R. Vining.,Sixth edition.,2017,Politik; Analyse.; Politikfeldanalyse.; Policy sciences.; Policy sciences
Financial accounting ," Robert Libby, Patricia A. Libby, Frank Hodge.",Ninth edition.,2017,Accounting.; Accounting; Corporations--Accounting.; Financial statements.
All systems red , Martha Wells.,First edition.,2017,Life on other planets--Fiction; Artificial intelligence--Fiction.; Androids--Fiction; Human-computer interaction--Fiction.; Interplanetary voyages--Fiction.; Robots--Fiction.; FICTION / Science Fiction / Action & Adventure.; FICTION / Science Fiction / Hard Science Fiction.; Androids; Artificial intelligence.; Human-computer interaction.; Interplanetary voyages.; Life on other planets.; Robots; Fiction.; Science fiction.; Science fiction
Why are all the black kids sitting together in the cafeteria? : and other conversations about race , Beverly Daniel Tatum.,Third trade paperback edition.,2017,Whites--Race identity--United States.; Whites--United States--Psychology.; Race awareness in adolescence--United States.; Intercultural communication--United States.; Communication and culture--United States.; Communication--Social aspects--United States.; SOCIAL SCIENCE--Ethnic Studies--African American Studies.; African American children--Psychology.; African American youth--Psychology.; African Americans--Race identity.; Communication and culture.; Communication--Social aspects.; Intercultural communication.; Race awareness in adolescence.; Race relations; Whites--Psychology.; Whites--Race identity.; United States--Race relations.; United States
57 bus , Dashka Slater.,First edition.,2017,"Fleischman, Sasha.; Thomas, Richard,--1997-; Assault and battery--California--Juvenile literature.; Hate crimes--California--Juvenile literature.; Transgender youth--Violence against--California--Juvenile literature.; Gender nonconformity--Social aspects--Juvenile literature.; Victims of crimes--California--Juvenile literature.; Assault and battery--California.; Hate crimes--California.; Asexual people--Violence against.; Victims of crimes.; YOUNG ADULT NONFICTION--LGBT.; YOUNG ADULT NONFICTION--Law & Crime.; YOUNG ADULT NONFICTION--Social Topics--Class Differences.; Oakland (California.); True crime stories."
Forget English! : Orientalisms and world literatures , Aamir R. Mufti.,,2016,"Literature and society.; Politics and literature.; English literature--History and criticism.; Literature--History and criticism; Oriental literature (English)--History and criticism.; Developing countries--Intellectual life.; English literature.; Intellectual life; Literature; Literature and society; Oriental literature (English); Politics and literature; Developing countries; Criticism, interpretation, etc."
"Inside graduate admissions : merit, diversity, and faculty gatekeeping ", Julie R. Posselt.,,2016,"Minority Groups--education; Social Discrimination; Education, Graduate; School Admission Criteria; Universities and colleges--United States--Graduate work--Admission.; Discrimination in higher education--United States.; Minorities--Education (Higher)--United States.; Universities and colleges--United States--Faculty.; Teacher participation in administration--United States; Discrimination in higher education.; Minorities--Education (Higher); Teacher participation in administration.; Universities and colleges--Faculty; Universities and colleges--Graduate work--Admission; United States"
Inside ethics : on the demands of moral thought , Alice Crary.,,2016,Ethics.; Animal welfare.; Ethics
Bird relics : grief and vitalism in Thoreau , Branka Arsi_.,,2016,"Thoreau, Henry David,--1817-1862; Grief.; Life."
Social psychology ," Thomas Gilovich, Cornell University, Dacher Keltner, University of California, Berkeley, Serena Chen, University of California, Berkeley, Richard E. Nisbett, University of Michigan.",Fourth Edition.,2016,Social psychology.
Pliny the Elder and the emergence of Renaissance architecture , Peter Fane-Saunders.,,2016,"Pliny,--the Elder.--Naturalis historia.; Pliny,--the Elder--Influence.; Pliny,--the Elder.; Naturalis historia (Pliny, the Elder); Architecture, Renaissance--Italy--Sources.; Architecture, Renaissance.; Influence (Literary, artistic, etc.); Italy; Sources."
Pushout : the criminalization of Black girls in schools , Monique W. Morris.,,2016,African American girls--Education.; African American girls--Social conditions.; Discrimination in education--United States.; EDUCATION / Multicultural Education.; SOCIAL SCIENCE / Discrimination & Race Relations.; SOCIAL SCIENCE / Women's Studies.
passion for leadership : lessons on change and reform from fifty years of public service , Robert M. Gates.,First edition.,2016,"Cabinet officers--United States--Biography.; Organizational change--United States.; Leadership--United States.; Public administration--United States--Anecdotes.; Administrative agencies--United States--Reorganization.; United States.--Department of Defense--Officials and employees--Biography.; United States.--Central Intelligence Agency--Officials and employees--Biography.; Texas A & M University System--Biography.; United States--Politics and government.; Gates, Robert Michael,--1943-; Texas A & M University System; United States.--Central Intelligence Agency; United States.--Department of Defense.; Administrative agencies--Reorganization; Cabinet officers.; Employees; Leadership.; Organizational change.; Politics and government.; Public administration; United States; Anecdotes.; Biography.; Autobiographies.; Autobiographies"
planet remade : how geoengineering could change the world , Oliver Morton.,,2016,Climate change mitigation; Climate change mitigation.; Environmental engineering.
"Generations of feeling : a history of emotions, 600-1700 "," Barbara H. Rosenwein, Loyola University Chicago.",,2016,Philosophy; History; Emotions--History.; Emotions (Philosophy)--History.; Emotions; Emotions (Philosophy); History.; Geschiedenis (vorm)
"Across forest, steppe and mountain : environment, identity and empire in Qing China's borderlands ", David A. Bello.,,2016,"Environmental policy--China--History.; China--History--Qing dynasty, 1644-1912.; Borderlands--Environmental aspects--History.--China; Hunting and gathering societies--China--Manchuria--History.; Pastoral systems--China--Inner Mongolia--History.; Indigenous peoples--China--Yunnan Sheng--History.; Ethnicity--Environmental aspects--History.--China; Imperialism--Environmental aspects--History.--China; Human ecology--Political aspects--History.--China; Sustainability--Political aspects--History.--China"
One child : the story of China's most radical experiment, Mei Fong.,,2016,China--Population policy.; Family planning--Government policy--China.; Family size--Government policy--China.; Families--China.; China--Social conditions--2000-; China--Social policy--21st century.
Beyond Timbuktu : an intellectual history of Muslim West Africa , Ousmane Oumar Kane.,,2016,"Islamic learning and scholarship--Africa, West--History.; Islamic learning and scholarship--Mali--Tombouctou--History.; Education--Africa, West--History.; Education--Political aspects--History.--Africa, West; Africa, West--Intellectual life.; Africa, West--Civilization--Islamic influences.; Civilization--Islamic influences; Education; Education--Political aspects.; Intellectual life; Islamic learning and scholarship.; West Africa; Mali--Tombouctou; History."
Imagined futures : fictional expectations and capitalist dynamics , Jens Beckert.,,2016,Capitalism.; Economics.; Time and economic reactions.; Economic forecasting.; Decision making--Economic aspects.
Legal plunder : households and debt collection in late Medieval Europe , Daniel Lord Smail.,,2016,Debt--Italy--Lucca--History--To 1500.; Collecting of accounts--Italy--Lucca--History--To 1500.; Material culture--Italy--Lucca--History--To 1500.; Debt--France--Marseille--History--To 1500.; Collecting of accounts--France--Marseille--History--To 1500.; Material culture--France--Marseille--History--To 1500.; Europe--Economic conditions--To 1492.; Collecting of accounts.; Debt.; Economic history; Material culture.; Europe; France--Marseille; Italy--Lucca; To 1500; History.
Strangers in our midst : the political philosophy of immigration , David Miller.,,2016,Emigration and immigration--Political aspects.; Emigration and immigration--Philosophy.; Emigration and immigration--Government policy.; Immigrants--Government policy.; Immigrants--Civil rights.; Human rights.
end of sex and the future of human reproduction , Henry T. Greely.,,2016,Reproduction; Genetic Testing; Reproductive Medicine--trends; Preimplantation Diagnosis--trends; Preimplantation Diagnosis--ethics; Preimplantation genetic diagnosis.; Preimplantation genetic diagnosis--Moral and ethical aspects.; Human reproduction.
From the war on poverty to the war on crime : the making of mass incarceration in America , Elizabeth Hinton.,,2016,"Criminal justice, Administration of--Political aspects--History--United States--20th century.; Urban policy--United States--History--20th century.; Crime prevention--United States--History--20th century.; Crime--Political aspects--History--United States--20th century.; Imprisonment--United States; Crime--Political aspects.; Crime prevention; Criminal justice, Administration of--Political aspects.; Imprisonment; Urban policy.; United States; 1900 - 1999; History."
War by other means : geoeconomics and statecraft , Robert D. Blackwill and Jennifer M. Harris.,,2016,Economic sanctions--Political aspects.; International economic relations--Political aspects.; United States--Foreign economic relations--21st century.; Geopolitics.
Global inequality : a new approach for the age of globalization , Branko Milanovic.,,2016,Equality.; Globalization--Economic aspects.; Globalization--Social aspects.; Income distribution.; Ungleichheit; Globalisierung; Wirtschaft; Wirtschaftsentwicklung; Technischer Fortschritt.; USA; China
